metadata,metadata_type,stream,time,tracking_id
"{""face_xyxyn"": [0.008928571827709675, 0.36941760778427124, 0.01370982639491558, 0.389861524105072], ""gender"": ""Male"", ""gender_conf"": 0.6004315614700317, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.2762555181980133, ""upper_Body_xyxyn"": [0.04856100678443909, 0.4484710395336151, 0.07746221125125885, 0.6321945786476135], ""lower_Body_xyxyn"": [0.05076570063829422, 0.6321945786476135, 0.05076570063829422, 0.6321945786476135], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:48, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.36839979887008667, 0.013640412129461765, 0.38872990012168884], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32432880997657776, ""upper_Body_xyxyn"": [0.04862222820520401, 0.44849127531051636, 0.07734145224094391, 0.6322035193443298], ""lower_Body_xyxyn"": [0.05071049928665161, 0.6322035193443298, 0.05071049928665161, 0.6322035193443298], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:48, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36839979887008667, 0.013640412129461765, 0.38872990012168884], ""gender"": ""Male"", ""gender_conf"": 0.6004315614700317, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.04862222820520401, 0.44849127531051636, 0.07734145224094391, 0.6322035193443298], ""lower_Body_xyxyn"": [0.05071049928665161, 0.6322035193443298, 0.05071049928665161, 0.6322035193443298], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:48, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.3681727945804596, 0.013621066696941853, 0.3883453905582428], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32432880997657776, ""upper_Body_xyxyn"": [0.04793898016214371, 0.44600537419319153, 0.07723237574100494, 0.6320161819458008], ""lower_Body_xyxyn"": [0.050653863698244095, 0.6320161819458008, 0.050653863698244095, 0.6320161819458008], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:49, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3681727945804596, 0.013621066696941853, 0.3883453905582428], ""gender"": ""Male"", ""gender_conf"": 0.6004315614700317, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.04793898016214371, 0.44600537419319153, 0.07723237574100494, 0.6320161819458008], ""lower_Body_xyxyn"": [0.050653863698244095, 0.6320161819458008, 0.050653863698244095, 0.6320161819458008], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:49, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.3679824769496918, 0.013671129941940308, 0.3882410228252411], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32432880997657776, ""upper_Body_xyxyn"": [0.04820727929472923, 0.4460601508617401, 0.07745013386011124, 0.6319998502731323], ""lower_Body_xyxyn"": [0.05072227492928505, 0.6319998502731323, 0.05072227492928505, 0.6319998502731323], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:49, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3681439757347107, 0.013703227043151855, 0.3883680999279022], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32432880997657776, ""upper_Body_xyxyn"": [0.04767037555575371, 0.44570687413215637, 0.07708845287561417, 0.6318188905715942], ""lower_Body_xyxyn"": [0.0506037101149559, 0.6318188905715942, 0.0506037101149559, 0.6318188905715942], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:49, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36822187900543213, 0.01371273584663868, 0.38848116993904114], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04788137599825859, 0.445863276720047, 0.07718323171138763, 0.6318775415420532], ""lower_Body_xyxyn"": [0.05077071860432625, 0.6318775415420532, 0.05077071860432625, 0.6318775415420532], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:49, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36826664209365845, 0.013690927065908909, 0.3884613513946533], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04762759432196617, 0.4456160366535187, 0.0770404189825058, 0.631540834903717], ""lower_Body_xyxyn"": [0.050712648779153824, 0.631540834903717, 0.050712648779153824, 0.631540834903717], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:50, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3681982755661011, 0.013726724311709404, 0.38838475942611694], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04756193608045578, 0.44560322165489197, 0.0769602432847023, 0.6315471529960632], ""lower_Body_xyxyn"": [0.050730783492326736, 0.6315471529960632, 0.050730783492326736, 0.6315471529960632], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:50, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36823752522468567, 0.013704756274819374, 0.38837555050849915], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04760940745472908, 0.44553235173225403, 0.07702820003032684, 0.6316449046134949], ""lower_Body_xyxyn"": [0.050835561007261276, 0.6316449046134949, 0.050835561007261276, 0.6316449046134949], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:50, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3682454824447632, 0.013771101832389832, 0.38846680521965027], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.047824300825595856, 0.4455719590187073, 0.07729405909776688, 0.6322105526924133], ""lower_Body_xyxyn"": [0.05330715700984001, 0.6322105526924133, 0.05330715700984001, 0.6322105526924133], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:50, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36818671226501465, 0.013754303567111492, 0.38847100734710693], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.047612883150577545, 0.44528740644454956, 0.0774717926979065, 0.6319348216056824], ""lower_Body_xyxyn"": [0.0534135065972805, 0.6319348216056824, 0.0534135065972805, 0.6319348216056824], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36793747544288635, 0.013848711736500263, 0.3884662091732025], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04783693328499794, 0.44615742564201355, 0.07716824859380722, 0.6313297152519226], ""lower_Body_xyxyn"": [0.05074596032500267, 0.6313297152519226, 0.05074596032500267, 0.6313297152519226], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3682629466056824, 0.01382566336542368, 0.3884553015232086], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04722512140870094, 0.445422500371933, 0.07664847373962402, 0.6305195093154907], ""lower_Body_xyxyn"": [0.049842674285173416, 0.6305195093154907, 0.049842674285173416, 0.6305195093154907], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36762917041778564, 0.013750105164945126, 0.38816797733306885], ""gender"": ""Male"", ""gender_conf"": 0.600534975528717, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04849088191986084, 0.4457763731479645, 0.07817395776510239, 0.5392004251480103], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36762917041778564, 0.013750105164945126, 0.38816797733306885], ""gender"": ""Male"", ""gender_conf"": 0.6004315614700317, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.04849088191986084, 0.4457763731479645, 0.07817395776510239, 0.5392004251480103], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.3679375946521759, 0.01445506326854229, 0.38939884305000305], ""gender"": ""Female"", ""gender_conf"": 0.6942645311355591, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04832411929965019, 0.4499914050102234, 0.07594303041696548, 0.6193121075630188], ""lower_Body_xyxyn"": [0.048371102660894394, 0.6193121075630188, 0.048371102660894394, 0.6193121075630188], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3679375946521759, 0.01445506326854229, 0.38939884305000305], ""gender"": ""Female"", ""gender_conf"": 0.6942131519317627, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.04832411929965019, 0.4499914050102234, 0.07594303041696548, 0.6193121075630188], ""lower_Body_xyxyn"": [0.048371102660894394, 0.6193121075630188, 0.048371102660894394, 0.6193121075630188], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:51, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.36759471893310547, 0.01369351428002119, 0.38798195123672485], ""gender"": ""Female"", ""gender_conf"": 0.6942645311355591, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.047249842435121536, 0.44960474967956543, 0.07977267354726791, 0.618186354637146], ""lower_Body_xyxyn"": [0.047249842435121536, 0.618186354637146, 0.047249842435121536, 0.618186354637146], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36759471893310547, 0.01369351428002119, 0.38798195123672485], ""gender"": ""Female"", ""gender_conf"": 0.6942131519317627, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.047249842435121536, 0.44960474967956543, 0.07977267354726791, 0.618186354637146], ""lower_Body_xyxyn"": [0.047249842435121536, 0.618186354637146, 0.047249842435121536, 0.618186354637146], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",6
"{""face_xyxyn"": [0.1718149483203888, 0.3353723883628845, 0.19756460189819336, 0.3829341530799866], ""gender"": ""Male"", ""gender_conf"": 0.8651036024093628, ""age"": ""20-29"", ""age_conf"": 0.40291276574134827, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",1
"{""face_xyxyn"": [0.1718149483203888, 0.3353723883628845, 0.19756460189819336, 0.3829341530799866], ""gender"": ""Male"", ""gender_conf"": 0.8648425340652466, ""age"": ""20-29"", ""age_conf"": 0.4046955108642578, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.36687013506889343, 0.012208950705826283, 0.3863142132759094], ""gender"": ""Male"", ""gender_conf"": 0.8651036024093628, ""age"": ""20-29"", ""age_conf"": 0.43468227982521057, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.3254869878292084, ""upper_Body_xyxyn"": [0.04810181260108948, 0.44174161553382874, 0.07621673494577408, 0.6322916150093079], ""lower_Body_xyxyn"": [0.049031469970941544, 0.6322916150093079, 0.049031469970941544, 0.6322916150093079], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36687013506889343, 0.012208950705826283, 0.3863142132759094], ""gender"": ""Male"", ""gender_conf"": 0.8648425340652466, ""age"": ""20-29"", ""age_conf"": 0.4348410964012146, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.32495108246803284, ""upper_Body_xyxyn"": [0.04810181260108948, 0.44174161553382874, 0.07621673494577408, 0.6322916150093079], ""lower_Body_xyxyn"": [0.049031469970941544, 0.6322916150093079, 0.049031469970941544, 0.6322916150093079], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:52, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.36709991097450256, 0.013855567201972008, 0.38736146688461304], ""gender"": ""Male"", ""gender_conf"": 0.7734020352363586, ""age"": ""20-29"", ""age_conf"": 0.44510766863822937, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04786115512251854, 0.4445144832134247, 0.07790619879961014, 0.631496012210846], ""lower_Body_xyxyn"": [0.053925156593322754, 0.631496012210846, 0.053925156593322754, 0.631496012210846], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:53, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3670530617237091, 0.013868584297597408, 0.38729649782180786], ""gender"": ""Male"", ""gender_conf"": 0.869754433631897, ""age"": ""20-29"", ""age_conf"": 0.44510766863822937, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.047723643481731415, 0.44450515508651733, 0.0777161568403244, 0.6316852569580078], ""lower_Body_xyxyn"": [0.053972985595464706, 0.6316852569580078, 0.053972985595464706, 0.6316852569580078], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:53, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3670487701892853, 0.013926188461482525, 0.38732630014419556], ""gender"": ""Male"", ""gender_conf"": 0.8705115914344788, ""age"": ""20-29"", ""age_conf"": 0.4504365026950836, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04778603836894035, 0.4445814788341522, 0.0775664672255516, 0.631475031375885], ""lower_Body_xyxyn"": [0.05370580777525902, 0.631475031375885, 0.05370580777525902, 0.631475031375885], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:53, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3671267032623291, 0.013902664184570312, 0.38738155364990234], ""gender"": ""Male"", ""gender_conf"": 0.8716034889221191, ""age"": ""20-29"", ""age_conf"": 0.4504435658454895, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04756208881735802, 0.4444229304790497, 0.07742102444171906, 0.6312196850776672], ""lower_Body_xyxyn"": [0.053568631410598755, 0.6312196850776672, 0.053568631410598755, 0.6312196850776672], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:54, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36699461936950684, 0.013926757499575615, 0.3872453570365906], ""gender"": ""Male"", ""gender_conf"": 0.8716034889221191, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.0475301519036293, 0.4441487491130829, 0.07745417207479477, 0.6313718557357788], ""lower_Body_xyxyn"": [0.05357664078474045, 0.6313718557357788, 0.05357664078474045, 0.6313718557357788], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:54, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36705291271209717, 0.013908558525145054, 0.38726767897605896], ""gender"": ""Male"", ""gender_conf"": 0.8716034889221191, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.047324299812316895, 0.4441651403903961, 0.07733947783708572, 0.6312012672424316], ""lower_Body_xyxyn"": [0.05363237112760544, 0.6312012672424316, 0.05363237112760544, 0.6312012672424316], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:54, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36687129735946655, 0.01393948495388031, 0.38714393973350525], ""gender"": ""Male"", ""gender_conf"": 0.8740758895874023, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04738864302635193, 0.44388365745544434, 0.07739806175231934, 0.6312952637672424], ""lower_Body_xyxyn"": [0.05361706018447876, 0.6312952637672424, 0.05361706018447876, 0.6312952637672424], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:54, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36675184965133667, 0.013969485647976398, 0.3871363401412964], ""gender"": ""Male"", ""gender_conf"": 0.8743429780006409, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.047331660985946655, 0.4439295828342438, 0.0774541050195694, 0.6313298940658569], ""lower_Body_xyxyn"": [0.05357673391699791, 0.6313298940658569, 0.05357673391699791, 0.6313298940658569], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:55, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3666304349899292, 0.01394200511276722, 0.387029230594635], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04710231348872185, 0.44363096356391907, 0.07734038680791855, 0.6310081481933594], ""lower_Body_xyxyn"": [0.053475528955459595, 0.6310081481933594, 0.053475528955459595, 0.6310081481933594], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:55, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.36637237668037415, 0.013937326148152351, 0.3867735266685486], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04724917188286781, 0.44373688101768494, 0.07742350548505783, 0.6312181353569031], ""lower_Body_xyxyn"": [0.0535905659198761, 0.6312181353569031, 0.0535905659198761, 0.6312181353569031], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:55, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3662549555301666, 0.013967803679406643, 0.38673505187034607], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.047209519892930984, 0.44363388419151306, 0.07717788964509964, 0.6310709118843079], ""lower_Body_xyxyn"": [0.05317430570721626, 0.6310709118843079, 0.05317430570721626, 0.6310709118843079], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:55, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3665889501571655, 0.013939733617007732, 0.38695818185806274], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04728075489401817, 0.4438261091709137, 0.07731441408395767, 0.631022572517395], ""lower_Body_xyxyn"": [0.05328873172402382, 0.631022572517395, 0.05328873172402382, 0.631022572517395], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:56, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3670554459095001, 0.013899458572268486, 0.38733941316604614], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3654341399669647, ""upper_Body_xyxyn"": [0.04646052047610283, 0.44333311915397644, 0.07662542909383774, 0.5306545495986938], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:56, 23/05/2023",1
"{""face_xyxyn"": [0.008928571827709675, 0.3670554459095001, 0.013899458572268486, 0.38733941316604614], ""gender"": ""Male"", ""gender_conf"": 0.8714022636413574, ""age"": ""20-29"", ""age_conf"": 0.43741482496261597, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.35725390911102295, ""upper_Body_xyxyn"": [0.04646052047610283, 0.44333311915397644, 0.07662542909383774, 0.5306545495986938], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:56, 23/05/2023",6
"{""face_xyxyn"": [0.008928571827709675, 0.3670956492424011, 0.013916648924350739, 0.3873981535434723], ""gender"": ""Male"", ""gender_conf"": 0.8745172619819641, ""age"": ""20-29"", ""age_conf"": 0.4505762755870819, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.36613935232162476, ""upper_Body_xyxyn"": [0.04617058485746384, 0.44343671202659607, 0.0764671042561531, 0.5309563279151917], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"16:44:56, 23/05/2023",1
