metadata,metadata_type,stream,time,tracking_id
"{""face_xyxyn"": [0.013384917750954628, 0.3899500370025635, 0.07687262445688248, 0.49397921562194824], ""gender"": ""Female"", ""gender_conf"": 0.820377767086029, ""age"": ""30-39"", ""age_conf"": 0.27344948053359985, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3673006594181061, ""upper_Body_xyxyn"": [0.08444158732891083, 0.513292133808136, 0.08444158732891083, 0.513292133808136], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:10, 22/05/2023",28
"{""face_xyxyn"": [0.013384917750954628, 0.3899500370025635, 0.07687262445688248, 0.49397921562194824], ""gender"": ""Female"", ""gender_conf"": 0.820377767086029, ""age"": ""30-39"", ""age_conf"": 0.27344948053359985, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3673006594181061, ""upper_Body_xyxyn"": [0.08444158732891083, 0.513292133808136, 0.08444158732891083, 0.513292133808136], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:10, 22/05/2023",28
"{""face_xyxyn"": [0.04022720828652382, 0.3840262293815613, 0.07370146363973618, 0.4402887523174286], ""gender"": ""Male"", ""gender_conf"": 0.9168681502342224, ""age"": ""20-29"", ""age_conf"": 0.33748555183410645, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4028639495372772, ""upper_Body_xyxyn"": [0.008928571827709675, 0.47011011838912964, 0.06386744230985641, 0.47120943665504456], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:19, 22/05/2023",28
"{""face_xyxyn"": [0.04022720828652382, 0.3840262293815613, 0.07370146363973618, 0.4402887523174286], ""gender"": ""Male"", ""gender_conf"": 0.9167212247848511, ""age"": ""20-29"", ""age_conf"": 0.33744075894355774, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4062131643295288, ""upper_Body_xyxyn"": [0.008928571827709675, 0.47011011838912964, 0.06386744230985641, 0.47120943665504456], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:19, 22/05/2023",29
"{""face_xyxyn"": [0.04022720828652382, 0.3840262293815613, 0.07370146363973618, 0.4402887523174286], ""gender"": ""Male"", ""gender_conf"": 0.9168681502342224, ""age"": ""20-29"", ""age_conf"": 0.33748555183410645, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4028639495372772, ""upper_Body_xyxyn"": [0.008928571827709675, 0.47011011838912964, 0.06386744230985641, 0.47120943665504456], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:19, 22/05/2023",28
"{""face_xyxyn"": [0.04022720828652382, 0.3840262293815613, 0.07370146363973618, 0.4402887523174286], ""gender"": ""Male"", ""gender_conf"": 0.9167212247848511, ""age"": ""20-29"", ""age_conf"": 0.33744075894355774, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4062131643295288, ""upper_Body_xyxyn"": [0.008928571827709675, 0.47011011838912964, 0.06386744230985641, 0.47120943665504456], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:19, 22/05/2023",29
"{""face_xyxyn"": [0.15777532756328583, 0.3136546015739441, 0.17462368309497833, 0.34687256813049316], ""gender"": ""Male"", ""gender_conf"": 0.9556664824485779, ""age"": ""30-39"", ""age_conf"": 0.4053916037082672, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4604005217552185, ""upper_Body_xyxyn"": [0.14046567678451538, 0.3695884048938751, 0.17954137921333313, 0.4937213957309723], ""lower_Body_xyxyn"": [0.12405670434236526, 0.49231523275375366, 0.20097984373569489, 0.6951233744621277], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",9
"{""face_xyxyn"": [0.15777532756328583, 0.3136546015739441, 0.17462368309497833, 0.34687256813049316], ""gender"": ""Male"", ""gender_conf"": 0.9562997817993164, ""age"": ""30-39"", ""age_conf"": 0.40774691104888916, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.46520715951919556, ""upper_Body_xyxyn"": [0.14046567678451538, 0.3695884048938751, 0.17954137921333313, 0.4937213957309723], ""lower_Body_xyxyn"": [0.12405670434236526, 0.49231523275375366, 0.20097984373569489, 0.6951233744621277], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",29
"{""face_xyxyn"": [0.15777532756328583, 0.3136546015739441, 0.17462368309497833, 0.34687256813049316], ""gender"": ""Male"", ""gender_conf"": 0.9556664824485779, ""age"": ""30-39"", ""age_conf"": 0.4053916037082672, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4604005217552185, ""upper_Body_xyxyn"": [0.14046567678451538, 0.3695884048938751, 0.17954137921333313, 0.4937213957309723], ""lower_Body_xyxyn"": [0.12405670434236526, 0.49231523275375366, 0.20097984373569489, 0.6951233744621277], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",9
"{""face_xyxyn"": [0.15777532756328583, 0.3136546015739441, 0.17462368309497833, 0.34687256813049316], ""gender"": ""Male"", ""gender_conf"": 0.9562997817993164, ""age"": ""30-39"", ""age_conf"": 0.40774691104888916, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.46520715951919556, ""upper_Body_xyxyn"": [0.14046567678451538, 0.3695884048938751, 0.17954137921333313, 0.4937213957309723], ""lower_Body_xyxyn"": [0.12405670434236526, 0.49231523275375366, 0.20097984373569489, 0.6951233744621277], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",29
"{""face_xyxyn"": [0.18705534934997559, 0.3221184313297272, 0.20991091430187225, 0.36263421177864075], ""gender"": ""Male"", ""gender_conf"": 0.9709175825119019, ""age"": ""30-39"", ""age_conf"": 0.4053916037082672, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.49396654963493347, ""upper_Body_xyxyn"": [0.16817642748355865, 0.38265588879585266, 0.20081278681755066, 0.513073742389679], ""lower_Body_xyxyn"": [0.12182416766881943, 0.5120978951454163, 0.24181605875492096, 0.7424468398094177], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",9
"{""face_xyxyn"": [0.22707858681678772, 0.3109102249145508, 0.24731671810150146, 0.35095471143722534], ""gender"": ""Male"", ""gender_conf"": 0.9709175825119019, ""age"": ""20-29"", ""age_conf"": 0.47136542201042175, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.49396654963493347, ""upper_Body_xyxyn"": [0.20852060616016388, 0.3671380877494812, 0.24688954651355743, 0.5076436996459961], ""lower_Body_xyxyn"": [0.2106839418411255, 0.5070427656173706, 0.2440209686756134, 0.7100188136100769], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",9
"{""face_xyxyn"": [0.2554570734500885, 0.3097238838672638, 0.2768480181694031, 0.3491026759147644], ""gender"": ""Male"", ""gender_conf"": 0.9709175825119019, ""age"": ""20-29"", ""age_conf"": 0.47136542201042175, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.49396654963493347, ""upper_Body_xyxyn"": [0.24055664241313934, 0.37015917897224426, 0.27986788749694824, 0.5047329068183899], ""lower_Body_xyxyn"": [0.24729612469673157, 0.5043355822563171, 0.2742330729961395, 0.7186098694801331], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",9
"{""face_xyxyn"": [0.2554570734500885, 0.3097238838672638, 0.2768480181694031, 0.3491026759147644], ""gender"": ""Male"", ""gender_conf"": 0.884904146194458, ""age"": ""20-29"", ""age_conf"": 0.3987587094306946, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3292333483695984, ""upper_Body_xyxyn"": [0.24055664241313934, 0.37015917897224426, 0.27986788749694824, 0.5047329068183899], ""lower_Body_xyxyn"": [0.24729612469673157, 0.5043355822563171, 0.2742330729961395, 0.7186098694801331], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:54, 22/05/2023",17
"{""face_xyxyn"": [0.2554570734500885, 0.3097238838672638, 0.2768480181694031, 0.3491026759147644], ""gender"": ""Male"", ""gender_conf"": 0.9709175825119019, ""age"": ""20-29"", ""age_conf"": 0.47136542201042175, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.49396654963493347, ""upper_Body_xyxyn"": [0.24055664241313934, 0.37015917897224426, 0.27986788749694824, 0.5047329068183899], ""lower_Body_xyxyn"": [0.24729612469673157, 0.5043355822563171, 0.2742330729961395, 0.7186098694801331], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",9
"{""face_xyxyn"": [0.2554570734500885, 0.3097238838672638, 0.2768480181694031, 0.3491026759147644], ""gender"": ""Male"", ""gender_conf"": 0.884904146194458, ""age"": ""20-29"", ""age_conf"": 0.3987587094306946, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3292333483695984, ""upper_Body_xyxyn"": [0.24055664241313934, 0.37015917897224426, 0.27986788749694824, 0.5047329068183899], ""lower_Body_xyxyn"": [0.24729612469673157, 0.5043355822563171, 0.2742330729961395, 0.7186098694801331], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",17
"{""face_xyxyn"": [0.2884974777698517, 0.3248097896575928, 0.30513796210289, 0.3570685088634491], ""gender"": ""Male"", ""gender_conf"": 0.9709175825119019, ""age"": ""20-29"", ""age_conf"": 0.47136542201042175, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.49396654963493347, ""upper_Body_xyxyn"": [0.2797969579696655, 0.3822501599788666, 0.29922086000442505, 0.5071202516555786], ""lower_Body_xyxyn"": [0.25089871883392334, 0.5042571425437927, 0.29922086000442505, 0.7221754193305969], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",9
"{""face_xyxyn"": [0.2884974777698517, 0.3248097896575928, 0.30513796210289, 0.3570685088634491], ""gender"": ""Male"", ""gender_conf"": 0.884904146194458, ""age"": ""20-29"", ""age_conf"": 0.4195721447467804, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3292333483695984, ""upper_Body_xyxyn"": [0.2797969579696655, 0.3822501599788666, 0.29922086000442505, 0.5071202516555786], ""lower_Body_xyxyn"": [0.25089871883392334, 0.5042571425437927, 0.29922086000442505, 0.7221754193305969], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",17
"{""face_xyxyn"": [0.36668461561203003, 0.3143383860588074, 0.3893132507801056, 0.3555704951286316], ""gender"": ""Male"", ""gender_conf"": 0.8764514327049255, ""age"": ""20-29"", ""age_conf"": 0.39169150590896606, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4201847016811371, ""upper_Body_xyxyn"": [0.3520081639289856, 0.3781461715698242, 0.388569176197052, 0.5103716254234314], ""lower_Body_xyxyn"": [0.3455374836921692, 0.5077487230300903, 0.3832760155200958, 0.7223260998725891], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",9
"{""face_xyxyn"": [0.36668461561203003, 0.3143383860588074, 0.3893132507801056, 0.3555704951286316], ""gender"": ""Male"", ""gender_conf"": 0.8766261339187622, ""age"": ""20-29"", ""age_conf"": 0.39201340079307556, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.41931962966918945, ""upper_Body_xyxyn"": [0.3520081639289856, 0.3781461715698242, 0.388569176197052, 0.5103716254234314], ""lower_Body_xyxyn"": [0.3455374836921692, 0.5077487230300903, 0.3832760155200958, 0.7223260998725891], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",17
"{""face_xyxyn"": [0.36668461561203003, 0.3143383860588074, 0.3893132507801056, 0.3555704951286316], ""gender"": ""Male"", ""gender_conf"": 0.876635730266571, ""age"": ""20-29"", ""age_conf"": 0.39197519421577454, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4196615219116211, ""upper_Body_xyxyn"": [0.3520081639289856, 0.3781461715698242, 0.388569176197052, 0.5103716254234314], ""lower_Body_xyxyn"": [0.3455374836921692, 0.5077487230300903, 0.3832760155200958, 0.7223260998725891], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:55, 22/05/2023",23
"{""face_xyxyn"": [0.6278372406959534, 0.32508209347724915, 0.646957278251648, 0.36166954040527344], ""gender"": ""Male"", ""gender_conf"": 0.9674285650253296, ""age"": ""20-29"", ""age_conf"": 0.290260374546051, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.436195433139801, ""upper_Body_xyxyn"": [0.6127742528915405, 0.37798836827278137, 0.6359325051307678, 0.518388032913208], ""lower_Body_xyxyn"": [0.6100260019302368, 0.512512743473053, 0.6363851428031921, 0.7253146767616272], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:56, 22/05/2023",17
"{""face_xyxyn"": [0.6278372406959534, 0.32508209347724915, 0.646957278251648, 0.36166954040527344], ""gender"": ""Male"", ""gender_conf"": 0.9673413038253784, ""age"": ""20-29"", ""age_conf"": 0.2907625734806061, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4341767430305481, ""upper_Body_xyxyn"": [0.6127742528915405, 0.37798836827278137, 0.6359325051307678, 0.518388032913208], ""lower_Body_xyxyn"": [0.6100260019302368, 0.512512743473053, 0.6363851428031921, 0.7253146767616272], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:56, 22/05/2023",23
"{""face_xyxyn"": [0.6278372406959534, 0.32508209347724915, 0.646957278251648, 0.36166954040527344], ""gender"": ""Male"", ""gender_conf"": 0.9674285650253296, ""age"": ""20-29"", ""age_conf"": 0.290260374546051, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.436195433139801, ""upper_Body_xyxyn"": [0.6127742528915405, 0.37798836827278137, 0.6359325051307678, 0.518388032913208], ""lower_Body_xyxyn"": [0.6100260019302368, 0.512512743473053, 0.6363851428031921, 0.7253146767616272], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:56, 22/05/2023",17
"{""face_xyxyn"": [0.6278372406959534, 0.32508209347724915, 0.646957278251648, 0.36166954040527344], ""gender"": ""Male"", ""gender_conf"": 0.9673413038253784, ""age"": ""20-29"", ""age_conf"": 0.2907625734806061, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4341767430305481, ""upper_Body_xyxyn"": [0.6127742528915405, 0.37798836827278137, 0.6359325051307678, 0.518388032913208], ""lower_Body_xyxyn"": [0.6100260019302368, 0.512512743473053, 0.6363851428031921, 0.7253146767616272], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:34:56, 22/05/2023",23
"{""face_xyxyn"": [0.008928571827709675, 0.37680453062057495, 0.016430791467428207, 0.39552250504493713], ""gender"": ""Male"", ""gender_conf"": 0.6804655194282532, ""age"": ""30-39"", ""age_conf"": 0.2903679609298706, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.24945922195911407, ""upper_Body_xyxyn"": [0.008928571827709675, 0.4357704222202301, 0.04101196303963661, 0.5811238884925842], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5796173810958862, 0.04101196303963661, 0.5811238884925842], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:13, 22/05/2023",9
"{""face_xyxyn"": [0.008928571827709675, 0.37680453062057495, 0.016430791467428207, 0.39552250504493713], ""gender"": ""Male"", ""gender_conf"": 0.6815419793128967, ""age"": ""30-39"", ""age_conf"": 0.29027387499809265, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.24928179383277893, ""upper_Body_xyxyn"": [0.008928571827709675, 0.4357704222202301, 0.04101196303963661, 0.5811238884925842], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5796173810958862, 0.04101196303963661, 0.5811238884925842], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:13, 22/05/2023",23
"{""face_xyxyn"": [0.008928571827709675, 0.37680453062057495, 0.016430791467428207, 0.39552250504493713], ""gender"": ""Male"", ""gender_conf"": 0.6804655194282532, ""age"": ""30-39"", ""age_conf"": 0.2903679609298706, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.24945922195911407, ""upper_Body_xyxyn"": [0.008928571827709675, 0.4357704222202301, 0.04101196303963661, 0.5811238884925842], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5796173810958862, 0.04101196303963661, 0.5811238884925842], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:13, 22/05/2023",9
"{""face_xyxyn"": [0.2025056779384613, 0.34632718563079834, 0.2308039516210556, 0.39582714438438416], ""gender"": ""Male"", ""gender_conf"": 0.8712986707687378, ""age"": ""20-29"", ""age_conf"": 0.41854363679885864, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.37122827768325806, ""upper_Body_xyxyn"": [0.18245980143547058, 0.424026221036911, 0.2348145693540573, 0.5658669471740723], ""lower_Body_xyxyn"": [0.18057407438755035, 0.5652998685836792, 0.23313502967357635, 0.7407975196838379], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:13, 22/05/2023",9
"{""face_xyxyn"": [0.2025056779384613, 0.34632718563079834, 0.2308039516210556, 0.39582714438438416], ""gender"": ""Male"", ""gender_conf"": 0.8720903396606445, ""age"": ""20-29"", ""age_conf"": 0.41680726408958435, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.37110528349876404, ""upper_Body_xyxyn"": [0.18245980143547058, 0.424026221036911, 0.2348145693540573, 0.5658669471740723], ""lower_Body_xyxyn"": [0.18057407438755035, 0.5652998685836792, 0.23313502967357635, 0.7407975196838379], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:13, 22/05/2023",23
"{""face_xyxyn"": [0.2025056779384613, 0.34632718563079834, 0.2308039516210556, 0.39582714438438416], ""gender"": ""Male"", ""gender_conf"": 0.8712986707687378, ""age"": ""20-29"", ""age_conf"": 0.41854363679885864, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.37122827768325806, ""upper_Body_xyxyn"": [0.18245980143547058, 0.424026221036911, 0.2348145693540573, 0.5658669471740723], ""lower_Body_xyxyn"": [0.18057407438755035, 0.5652998685836792, 0.23313502967357635, 0.7407975196838379], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:14, 22/05/2023",9
"{""face_xyxyn"": [0.2025056779384613, 0.34632718563079834, 0.2308039516210556, 0.39582714438438416], ""gender"": ""Male"", ""gender_conf"": 0.8720903396606445, ""age"": ""20-29"", ""age_conf"": 0.41680726408958435, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.37110528349876404, ""upper_Body_xyxyn"": [0.18245980143547058, 0.424026221036911, 0.2348145693540573, 0.5658669471740723], ""lower_Body_xyxyn"": [0.18057407438755035, 0.5652998685836792, 0.23313502967357635, 0.7407975196838379], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:14, 22/05/2023",23
"{""face_xyxyn"": [0.008928571827709675, 0.32456085085868835, 0.011463730596005917, 0.3367280066013336], ""gender"": ""unknown"", ""gender_conf"": 0.5642377734184265, ""age"": ""20-29"", ""age_conf"": 0.4790109395980835, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.4652475118637085, ""upper_Body_xyxyn"": [0.008928571827709675, 0.37650713324546814, 0.03768748417496681, 0.5207679867744446], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5099942684173584, 0.03768748417496681, 0.5207679867744446], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:53, 22/05/2023",9
"{""face_xyxyn"": [0.008928571827709675, 0.32456085085868835, 0.011463730596005917, 0.3367280066013336], ""gender"": ""unknown"", ""gender_conf"": 0.5635088086128235, ""age"": ""20-29"", ""age_conf"": 0.47885099053382874, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.4653385877609253, ""upper_Body_xyxyn"": [0.008928571827709675, 0.37650713324546814, 0.03768748417496681, 0.5207679867744446], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5099942684173584, 0.03768748417496681, 0.5207679867744446], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:53, 22/05/2023",23
"{""face_xyxyn"": [0.008928571827709675, 0.32456085085868835, 0.011463730596005917, 0.3367280066013336], ""gender"": ""unknown"", ""gender_conf"": 0.5642377734184265, ""age"": ""20-29"", ""age_conf"": 0.4790109395980835, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.4652475118637085, ""upper_Body_xyxyn"": [0.008928571827709675, 0.37650713324546814, 0.03768748417496681, 0.5207679867744446], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5099942684173584, 0.03768748417496681, 0.5207679867744446], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:53, 22/05/2023",9
"{""face_xyxyn"": [0.008928571827709675, 0.32456085085868835, 0.011463730596005917, 0.3367280066013336], ""gender"": ""unknown"", ""gender_conf"": 0.5635088086128235, ""age"": ""20-29"", ""age_conf"": 0.47885099053382874, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.4653385877609253, ""upper_Body_xyxyn"": [0.008928571827709675, 0.37650713324546814, 0.03768748417496681, 0.5207679867744446], ""lower_Body_xyxyn"": [0.008928571827709675, 0.5099942684173584, 0.03768748417496681, 0.5207679867744446], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:53, 22/05/2023",23
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.903556764125824, ""age"": ""30-39"", ""age_conf"": 0.35832950472831726, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4925575256347656, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",9
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039760231971741, ""age"": ""30-39"", ""age_conf"": 0.3584010899066925, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4899558126926422, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",17
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039604663848877, ""age"": ""30-39"", ""age_conf"": 0.3586505651473999, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.48973602056503296, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",23
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039462208747864, ""age"": ""30-39"", ""age_conf"": 0.3586505949497223, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4898039996623993, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",28
